an_dt,attFileSize,attchmntFile,attchmntText,bflag,csvName,desc,difference,dt,exchdisstime,fileSize,hasXbrl,old_new,orgid,seq_id,smIndustry,sm_isin,sm_name,sort_date,symbol
15-Jul-2026 15:47:39,2.14 MB,https://nsearchives.nseindia.com/corporate/HDFCLIFE2_15072026154706_Board_Meeting_Outcome_-_July_15.pdf,"HDFC Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",,,Outcome of Board Meeting,00:00:01,15072026154739,15-Jul-2026 15:47:40,2.14 MB,True,,,106698629,,INE795G01014,HDFC Life Insurance Company Limited,2026-07-15 15:47:39,HDFCLIFE
06-Jul-2026 18:33:25,542.89 KB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_06072026183054_Earnings_Call.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,06072026183325,06-Jul-2026 18:33:26,542.89 KB,True,,,106687915,,INE795G01014,HDFC Life Insurance Company Limited,2026-07-06 18:33:25,HDFCLIFE
30-Jun-2026 16:35:56,614.89 KB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_30062026163540_GST_Order.pdf,HDFC Life Insurance Company Limited has informed the Exchange about GST Order,,,Action(s) initiated or orders passed,00:00:00,30062026163556,30-Jun-2026 16:35:56,614.89 KB,True,,,106681530,,INE795G01014,HDFC Life Insurance Company Limited,2026-06-30 16:35:56,HDFCLIFE
25-Jun-2026 16:05:09,969.88 KB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_25062026160332_SE_IntimationNewpaper_Advt.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Copy of Newspaper Publication,,,Copy of Newspaper Publication,00:00:01,25062026160509,25-Jun-2026 16:05:10,969.88 KB,True,,,106674787,,INE795G01014,HDFC Life Insurance Company Limited,2026-06-25 16:05:09,HDFCLIFE
24-Jun-2026 21:38:16,2.98 MB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_24062026213745_SEIntimationBRSR.pdf,HDFC Life Insurance Company Limited has informed the Exchange about the Business Responsibility and Sustainability Reporting  (BRSR),,,General Updates,00:00:02,24062026213816,24-Jun-2026 21:38:18,2.98 MB,True,,,106673361,,INE795G01014,HDFC Life Insurance Company Limited,2026-06-24 21:38:16,HDFCLIFE
24-Jun-2026 21:28:44,9.43 MB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_24062026212605_SEIntimationAnnualReport.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 16, 2026",,,Shareholders meeting,00:00:01,24062026212844,24-Jun-2026 21:28:45,9.43 MB,True,,,106673357,,INE795G01014,HDFC Life Insurance Company Limited,2026-06-24 21:28:44,HDFCLIFE
16-Jun-2026 12:47:40,375.06 KB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_16062026124709_Allotment.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding allotment of 14523906 equity shares to HDFC Bank Limited on Jun 16, 2026",,,Allotment of Securities,00:00:01,16062026124740,16-Jun-2026 12:47:41,375.06 KB,True,,,106664354,,INE795G01014,HDFC Life Insurance Company Limited,2026-06-16 12:47:40,HDFCLIFE
12-Jun-2026 16:32:43,841.23 KB,https://nsearchives.nseindia.com/corporate/HDFCLIFE1_12062026163159_File.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Copy of Newspaper Publication w.r.t 26th Annual General Meeting and Final Dividend,,,Copy of Newspaper Publication,00:00:01,12062026163243,12-Jun-2026 16:32:44,841.23 KB,True,,,106662087,,INE795G01014,HDFC Life Insurance Company Limited,2026-06-12 16:32:43,HDFCLIFE
26-May-2026 15:55:46,302.07 KB,https://nsearchives.nseindia.com/corporate/PRASAD_26052026155514_AnnouncementforJunemeetingcancelledsigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Cancellation Of Analyst/ Institutional Investor Meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,26052026155546,26-May-2026 15:55:47,302.07 KB,True,,,106641315,,INE795G01014,HDFC Life Insurance Company Limited,2026-05-26 15:55:46,HDFCLIFE
25-May-2026 17:49:20,296.94 KB,https://nsearchives.nseindia.com/corporate/PRASAD_25052026174804_ESOPSEIntimationMaysigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding Allotment of 131539  Shares.,,,ESOP/ESOS/ESPS,00:00:01,25052026174920,25-May-2026 17:49:21,296.94 KB,True,,,106639554,,INE795G01014,HDFC Life Insurance Company Limited,2026-05-25 17:49:20,HDFCLIFE
18-May-2026 18:03:52,2.99 MB,https://nsearchives.nseindia.com/corporate/HDFCLIFE2_18052026180309_Scrutinizers_Report.pdf,"HDFC Life Insurance Company Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",,,Shareholders meeting,00:00:01,18052026180352,18-May-2026 18:03:53,2.99 MB,True,,,106627940,,INE795G01014,HDFC Life Insurance Company Limited,2026-05-18 18:03:52,HDFCLIFE
18-May-2026 15:49:35,222.58 KB,https://nsearchives.nseindia.com/corporate/team_sandeshc_20042026122228_Discl10.pdf,"HDFC Bank Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",,,Disclosure under SEBI Takeover Regulations,00:00:01,18052026154935,18-May-2026 15:49:36,222.58 KB,True,,,106594004,,INE795G01014,HDFC Life Insurance Company Limited,2026-05-18 15:49:35,HDFCLIFE
07-May-2026 14:33:27,1.44 MB,https://nsearchives.nseindia.com/corporate/PRASAD_07052026143215_AnnouncementforMayJunmeetingsFINAL.pdf,HDFC Life Insurance Company Limited has informed the Exchange about the  intimation of investor meet,,,General Updates,00:00:01,07052026143327,07-May-2026 14:33:28,1.44 MB,True,,,106612689,,INE795G01014,HDFC Life Insurance Company Limited,2026-05-07 14:33:27,HDFCLIFE
23-Apr-2026 22:48:48,567.91 KB,https://nsearchives.nseindia.com/corporate/PRASAD_23042026224833_EarningsCallTranscript.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,23042026224848,23-Apr-2026 22:48:49,567.91 KB,True,,,106598779,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-23 22:48:48,HDFCLIFE
23-Apr-2026 22:45:34,181.77 KB,https://nsearchives.nseindia.com/corporate/PRASAD_23042026224451_SE_IntimationPrefUpdate.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015   Update on Preferential Issue of equity shares to HDFC Bank Limited'.",,,Updates,00:00:01,23042026224534,23-Apr-2026 22:45:35,181.77 KB,True,,,106598719,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-23 22:45:34,HDFCLIFE
21-Apr-2026 20:31:38,228.68 KB,https://nsearchives.nseindia.com/corporate/PRASAD_21042026203119_ESOPGrant__2_.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding 'Grant of Stock Options under Employee Stock Option Scheme '.,,,Updates,00:00:02,21042026203138,21-Apr-2026 20:31:40,228.68 KB,True,,,106596032,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-21 20:31:38,HDFCLIFE
21-Apr-2026 19:58:54,267.44 KB,https://nsearchives.nseindia.com/corporate/PRASAD_21042026195755_BMoutcome.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding Appointment of  Ms Vibha Padalkar as Managing Director & CEO of the company w.e.f. September 12, 2026.",,,Appointment,00:00:03,21042026195854,21-Apr-2026 19:58:57,267.44 KB,True,,,106596008,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-21 19:58:54,HDFCLIFE
17-Apr-2026 19:57:32,720.49 KB,https://nsearchives.nseindia.com/corporate/PRASAD_17042026195631_Newspaper_Advertisment.pdf,HDFC Life Insurance Company Limited has informed the Exchange about General Updates,,,General Updates,00:00:01,17042026195732,17-Apr-2026 19:57:33,720.49 KB,True,,,106593060,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-17 19:57:32,HDFCLIFE
16-Apr-2026 20:18:24,1.48 MB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026201752_SE.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding Notice of Postal Ballot,,,Shareholders meeting,00:00:01,16042026201824,16-Apr-2026 20:18:25,1.48 MB,True,,,106591943,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 20:18:24,HDFCLIFE
16-Apr-2026 19:44:22,351.98 KB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026194404_AudioRecordingofearningscall.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Link of Recording,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:00,16042026194422,16-Apr-2026 19:44:22,351.98 KB,True,,,106591922,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 19:44:22,HDFCLIFE
16-Apr-2026 16:58:51,8.82 MB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026165833_Board.pdf,"HDFC Life Insurance Company Limited has informed the Exchange that Board of Directors at its meeting held on April 16, 2026, recommended Final Dividend of Rs. 2.10 per equity share.",,,Dividend,00:00:01,16042026165851,16-Apr-2026 16:58:52,8.82 MB,True,,,106591703,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 16:58:51,HDFCLIFE
16-Apr-2026 16:56:09,8.82 MB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026165348_Board.pdf,HDFC Life Insurance Company Limited has informed the Exchange that Record date for the purpose of Dividend  is 19-Jun-2026.,,,Record Date,00:00:01,16042026165609,16-Apr-2026 16:56:10,8.82 MB,True,,,106591698,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 16:56:09,HDFCLIFE
16-Apr-2026 16:46:34,6.36 MB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026164619_Press_release.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding a press release dated April 16, 2026, titled "" Press Release and Investor Presentation   Financial Results FY 26 "".",,,Press Release,00:00:01,16042026164634,16-Apr-2026 16:46:35,6.36 MB,True,,,106591681,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 16:46:34,HDFCLIFE
16-Apr-2026 16:41:29,8.82 MB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026163334_Board.pdf,"HDFC Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended March 31, 2026.",,,Outcome of Board Meeting,00:00:01,16042026164129,16-Apr-2026 16:41:30,8.82 MB,True,,,106591670,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 16:41:29,HDFCLIFE
16-Apr-2026 16:29:15,8.82 MB,https://nsearchives.nseindia.com/corporate/PRASAD_16042026162855_Board.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding Outcome of Board Meeting held on April 16, 2026.",,,Outcome of Board Meeting,00:00:00,16042026162915,16-Apr-2026 16:29:15,8.82 MB,True,,,106591644,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-16 16:29:15,HDFCLIFE
07-Apr-2026 21:45:24,526.06 KB,https://nsearchives.nseindia.com/corporate/PRASAD_07042026214507_Earningcallinttimationsigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:02,07042026214524,07-Apr-2026 21:45:26,526.06 KB,True,,,106582677,,INE795G01014,HDFC Life Insurance Company Limited,2026-04-07 21:45:24,HDFCLIFE
24-Mar-2026 16:27:32,212.09 KB,https://nsearchives.nseindia.com/corporate/PRASAD_24032026162715_Incometaxorder.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Income Tax Order,,,General Updates,00:00:01,24032026162732,24-Mar-2026 16:27:33,212.09 KB,True,,,106565670,,INE795G01014,HDFC Life Insurance Company Limited,2026-03-24 16:27:32,HDFCLIFE
18-Mar-2026 16:47:21,256.15 KB,https://nsearchives.nseindia.com/corporate/PRASAD_18032026164646_ESOPSEIntimationMarchSIGNED.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding Allotment of 203686  Shares.,,,ESOP/ESOS/ESPS,00:00:01,18032026164721,18-Mar-2026 16:47:22,256.15 KB,True,,,106560393,,INE795G01014,HDFC Life Insurance Company Limited,2026-03-18 16:47:21,HDFCLIFE
09-Mar-2026 15:27:55,283.91 KB,https://nsearchives.nseindia.com/corporate/PRASAD_09032026152716_AnnouncementforMarmeetings.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,09032026152755,09-Mar-2026 15:27:56,283.91 KB,True,,,106552832,,INE795G01014,HDFC Life Insurance Company Limited,2026-03-09 15:27:55,HDFCLIFE
08-Mar-2026 20:58:29,613.53 KB,https://nsearchives.nseindia.com/corporate/PRASAD_08032026205752_SE_Intimation_-_CHRO.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding Appointment of Mr Vijay Vaidyanathan as Chief Human Resource Officer of the company w.e.f. April 01, 2026.",,,Appointment,00:00:01,08032026205829,08-Mar-2026 20:58:30,613.53 KB,True,,,106552382,,INE795G01014,HDFC Life Insurance Company Limited,2026-03-08 20:58:29,HDFCLIFE
08-Mar-2026 20:55:24,166.92 KB,https://nsearchives.nseindia.com/corporate/PRASAD_08032026205444_SE_Intimation_-_Grant_of_ESOPs.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding Grant of   Options.,,,ESOP/ESOS/ESPS,00:00:01,08032026205524,08-Mar-2026 20:55:25,166.92 KB,True,,,106552381,,INE795G01014,HDFC Life Insurance Company Limited,2026-03-08 20:55:24,HDFCLIFE
07-Mar-2026 11:44:41,175.36 KB,https://nsearchives.nseindia.com/corporate/PRASAD_07032026114332_SEannouncement070326_signed.pdf,HDFC Life Insurance Company Limited has informed the Exchange about GST order,,,General Updates,00:00:01,07032026114441,07-Mar-2026 11:44:42,175.36 KB,True,,,106552089,,INE795G01014,HDFC Life Insurance Company Limited,2026-03-07 11:44:41,HDFCLIFE
09-Feb-2026 16:25:17,263.62 KB,https://nsearchives.nseindia.com/corporate/PRASAD_09022026162412_Cancellationofinvestormeetrevisedsigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about the Cancellation of Analyst/ Institutional Investor meet,,,General Updates,00:00:01,09022026162517,09-Feb-2026 16:25:18,263.62 KB,True,,,106526337,,INE795G01014,HDFC Life Insurance Company Limited,2026-02-09 16:25:17,HDFCLIFE
03-Feb-2026 12:13:24,265.28 KB,https://nsearchives.nseindia.com/corporate/PRASAD_03022026121242_Announcementformeetingsfebsigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,03022026121324,03-Feb-2026 12:13:25,265.28 KB,True,,,106517287,,INE795G01014,HDFC Life Insurance Company Limited,2026-02-03 12:13:24,HDFCLIFE
30-Jan-2026 19:14:32,264.03 KB,https://nsearchives.nseindia.com/corporate/PRASAD_30012026191354_Draft_SE_announcement-_VN___1_.pdf,"HDFC Life Insurance Company Limited has informed the Exchange about the resignation of Mr Vibhash Naik as CHRO of the Company w.e.f January 30, 2026.",,,General Updates,00:00:01,30012026191432,30-Jan-2026 19:14:33,264.03 KB,True,,,106513784,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-30 19:14:32,HDFCLIFE
27-Jan-2026 15:54:30,263.21 KB,https://nsearchives.nseindia.com/corporate/PRASAD_27012026155343_AnnouncementforJanmeetingssigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,27012026155430,27-Jan-2026 15:54:31,263.21 KB,True,,,106508155,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-27 15:54:30,HDFCLIFE
22-Jan-2026 16:34:01,467.25 KB,https://nsearchives.nseindia.com/corporate/PRASAD_22012026163345_SEEarningcalltranscriptQ3signed.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Transcript,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,22012026163401,22-Jan-2026 16:34:02,467.25 KB,True,,,106504904,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-22 16:34:01,HDFCLIFE
16-Jan-2026 19:53:33,261.59 KB,https://nsearchives.nseindia.com/corporate/PRASAD_16012026195311_AnnouncementforJanmeetingssigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,16012026195333,16-Jan-2026 19:53:34,261.59 KB,True,,,106499510,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-16 19:53:33,HDFCLIFE
15-Jan-2026 20:17:45,189.29 KB,https://nsearchives.nseindia.com/corporate/PRASAD_15012026201716_Audio_Recording.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Link of Recording,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,15012026201745,15-Jan-2026 20:17:46,189.29 KB,True,,,106498451,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-15 20:17:45,HDFCLIFE
15-Jan-2026 16:51:49,5.06 MB,https://nsearchives.nseindia.com/corporate/PRASAD_15012026165126_Press_Release_1501.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding a press release dated January 15, 2026, titled ""Press Release and Investor Presentation   Financial Results 9M FY26"".",,,Press Release,00:00:01,15012026165149,15-Jan-2026 16:51:50,5.06 MB,True,,,106498255,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-15 16:51:49,HDFCLIFE
15-Jan-2026 16:47:34,3.44 MB,https://nsearchives.nseindia.com/corporate/PRASAD_15012026164718_BM_Outcome_1501.pdf,"HDFC Life Insurance Company Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",,,Outcome of Board Meeting,00:00:01,15012026164734,15-Jan-2026 16:47:35,3.44 MB,True,,,106498249,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-15 16:47:34,HDFCLIFE
08-Jan-2026 17:08:18,404.22 KB,https://nsearchives.nseindia.com/corporate/PRASAD_08012026170751_Earningcallintimationsigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,08012026170818,08-Jan-2026 17:08:19,404.22 KB,True,,,106491772,,INE795G01014,HDFC Life Insurance Company Limited,2026-01-08 17:08:18,HDFCLIFE
23-Dec-2025 23:20:26,584.46 KB,https://nsearchives.nseindia.com/corporate/PRASAD_23122025232006_IEPFRevisedsigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Newspaper Advertisement- Transfer of Dividend/Equity Shares to IEPF account,,,General Updates,00:00:00,23122025232026,23-Dec-2025 23:20:26,584.46 KB,True,,,106475769,,INE795G01014,HDFC Life Insurance Company Limited,2025-12-23 23:20:26,HDFCLIFE
17-Dec-2025 16:15:32,256.59 KB,https://nsearchives.nseindia.com/corporate/PRASAD_17122025161500_ESOPSEIntimationDecembersigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about the allotment of 769885 securities pursuant to ESOP/ESPS,,,General Updates,00:00:01,17122025161532,17-Dec-2025 16:15:33,256.59 KB,True,,,106470401,,INE795G01014,HDFC Life Insurance Company Limited,2025-12-17 16:15:32,HDFCLIFE
15-Dec-2025 13:27:17,293.52 KB,https://nsearchives.nseindia.com/corporate/PRASAD_15122025132502_SEOutcome151225.pdf,HDFC Life Insurance Company Limited has informed the Exchange about the allotment of debentures,,,General Updates,00:00:01,15122025132717,15-Dec-2025 13:27:18,293.52 KB,True,,,106468303,,INE795G01014,HDFC Life Insurance Company Limited,2025-12-15 13:27:17,HDFCLIFE
08-Dec-2025 13:52:57,206.71 KB,https://nsearchives.nseindia.com/corporate/PRASAD_08122025135156_SE_Outcome_-_CRC_Meeting.pdf,"HDFC Life Insurance Company Limited has informed the Exchange regarding 'Outcome of the Capital Raising Committee Meeting held on December 08, 2025   Approvalof terms of issuance of Non-convertible Debentures '.",,,Updates,00:00:01,08122025135257,08-Dec-2025 13:52:58,206.71 KB,True,,,106463128,,INE795G01014,HDFC Life Insurance Company Limited,2025-12-08 13:52:57,HDFCLIFE
02-Dec-2025 21:18:29,181.42 KB,https://nsearchives.nseindia.com/corporate/PRASAD_02122025211707_Draft_SE_Intimation_-_CRC_Meeting_.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding 'Committee Meeting Intimation   Approval of terms of issuance for Subordinated debt instrument'.,,,Updates,00:00:01,02122025211829,02-Dec-2025 21:18:30,181.42 KB,True,,,106459451,,INE795G01014,HDFC Life Insurance Company Limited,2025-12-02 21:18:29,HDFCLIFE
28-Nov-2025 19:07:22,640.59 KB,https://nsearchives.nseindia.com/corporate/PRASAD_28112025190403_Stock_Exchange_Intimation_VB__1_.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding ' Change in Senior Management '.,,,Updates,00:00:01,28112025190722,28-Nov-2025 19:07:23,640.59 KB,True,,,106457067,,INE795G01014,HDFC Life Insurance Company Limited,2025-11-28 19:07:22,HDFCLIFE
26-Nov-2025 18:17:42,273.06 KB,https://nsearchives.nseindia.com/corporate/PRASAD_26112025181449_AnnouncementforDecmeetingssigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,26112025181742,26-Nov-2025 18:17:43,273.06 KB,True,,,106455124,,INE795G01014,HDFC Life Insurance Company Limited,2025-11-26 18:17:42,HDFCLIFE
12-Nov-2025 12:09:39,275.49 KB,https://nsearchives.nseindia.com/corporate/NPAI_12112025120905_ESOPSEIntimationNovembersigned.pdf,HDFC Life Insurance Company Limited has informed the Exchange about the  allotment of 759628 securities pursuant to ESOP/ESPS,,,General Updates,00:00:01,12112025120939,12-Nov-2025 12:09:40,275.49 KB,True,,,106438850,,INE795G01014,HDFC Life Insurance Company Limited,2025-11-12 12:09:39,HDFCLIFE
10-Nov-2025 19:22:38,683.78 KB,https://nsearchives.nseindia.com/corporate/NPAI_10112025192045_ESOP_-_Stock_Exchange_Announncement.pdf,HDFC Life Insurance Company Limited has informed the Exchange regarding Grant of Stock Options and Performance Restricted Stock Units,,,General Updates,00:00:01,10112025192238,10-Nov-2025 19:22:39,683.78 KB,True,,,106435655,,INE795G01014,HDFC Life Insurance Company Limited,2025-11-10 19:22:38,HDFCLIFE
30-Oct-2025 18:50:36,292.07 KB,https://nsearchives.nseindia.com/corporate/PRASAD_30102025185003_AnnouncementforNovmeetingsSIGNED.pdf,HDFC Life Insurance Company Limited has informed the Exchange about Schedule of meet,,,Analysts/Institutional Investor Meet/Con. Call Updates,00:00:01,30102025185036,30-Oct-2025 18:50:37,292.07 KB,True,,,106421280,,INE795G01014,HDFC Life Insurance Company Limited,2025-10-30 18:50:36,HDFCLIFE
